INPUT:text_first,INPUT:text_second,OUTPUT:result,CONFIDENCE:result,vote_type,vote_different,vote_some_details_lost,vote_OK,average
"You'd like to transfer$1,320 from your checking account to Abhinav. You'd like it sent to their checking account. Is this correct?","you want to transfer$1,320 from your checking account to abhinav you want it sent to their checking account. Is it right?",OK,0.9988,3,0,0,3,3
"I'm leaving on the 1st of March from Las Vegas to Portland, OR","I am leaving on the first of March from Las Vegas to Portland, Oregon.",OK,0.9859,3,0,0,3,3
"Oh, I'd love to check out Dogman. Now then, I want to look up some songs. I'm a big fan of pop, especially Shane Filan. Can you find me something he did from two years back?","I would enjoy watching Dogman. Now, I would like to look up some songs. I like pop, especially Shane Filan. Can you find me something that he did two years ago?",OK,0.9859,3,0,0,3,3
Which event are you interested in and in which city are you planning to attend the event?,what do u wanna go to and where are you going?,different,0.9999,12,2,0,1,1.666666667
"Is there anyone else? Try looking in Los Gatos as well, I need a General Practitioner.",Is there any other person? I need a general practitioner in Los Gatos as well.,OK,0.9996,4,0,0,4,3
"It would be my pleasure to help with that but first I need to know where you will be leaving, where you are going, and when you want to travel?","it would be nice to know where u'll be leaving, where you're going and when u want to go.",some_details_lost,0.9758,13,0,3,1,2.25
And for how long will you be using it?,and how long will u be using it?,OK,0.9992,4,0,0,4,3
Please add it to my calendar.,Just add it to my calendar.,OK,0.9999,3,0,0,3,3
That is all. Thank you.,thats all. thanks :) Thanks,OK,0.9999,3,0,0,3,3
"Thank you. I also want to find a movie to see, a Comic movie like a Tina Gordon film.",thanks :) Thanks i also want to see a comic movie like a tina george movie.,some_details_lost,0.9548,3,0,3,0,2
"Yes, sure, she has number 415-600-3800","Yes, she has number four15-600-3800.",OK,0.9999,12,0,1,2,2.666666667
I'd be happy to. Let's get some details out of the way first. Where are you looking for a restaurant? What type of cuisine do you prefer? When would be best for you?,i would be happy to. let's get some details out of the way first. where are u looking for a restaurant? what kind of food do you like? when would be best for u?,OK,0.9999,3,0,0,3,3
Excellent! I've found a nice salon in San Francisco called 1512 Barber Shop.,"oh, and good luck! i have found a nice salon in san francisco called 1512 barber shop",OK,0.9993,12,1,0,2,2.333333333
Would you like to buy a ticket for it?,do u wanna buy a ticket for it?,OK,0.9999,3,0,0,3,3
"The restaurant is Tao San Jin. Please make it for 2 o""clock in the afternoon.",the restaurant is tao san joe Make it for 2 o'clock in the afternoon.,OK,0.9993,12,1,0,2,2.333333333
Please confirm table for 1 at McDonald's in Rohnert park at 10:30 am on March 13th.,"1 at mcdonalds in ruhnert park, 10:30am on march 13th",OK,0.9987,12,0,1,2,2.666666667
Can you find me a bite around there? Some spicy noodles action maybe. Something not very costly.,Can you find me around there? Perhaps some spicy noodles action. Something that is not very expensive.,OK,0.9999,3,0,0,3,3
What is the pickup time and location?,What is the pickup time and location of the pickup truck?,some_details_lost,0.9951,13,0,3,1,2.25
Have a wonderful evening!,Have a great night!,OK,1,12,1,0,2,2.333333333
"Okay, great. What kind of car is it?","Okay, that is great. What type of vehicle is it?",OK,0.9856,3,0,0,3,3
"Kindly ensure that, on March 4th, 1 room has been reserved for 3 days at Sea Containers London(Formerly Mondrian London) at London.","Please make sure that on March 4th, one room has been reserved for three days at Sea Containers London(Formerly Mondrian London)",OK,0.9856,3,0,0,3,3
What will that run me?,What will happen to me?,different,0.9999,3,3,0,0,1
"Just to confirm. The booking is for 1 person in London, checking in tomorrow and checking out on March 13th?","just to confirm. 1 person in london, checking in tomorrow and checking out on march 13?",OK,0.9999,3,0,0,3,3
Please confirm these details: You want a Luxury ride for 1 seat to Castles N' Coasters.,you want a luxury ride for 1 seat to castles n' coasters,some_details_lost,0.9771,3,0,3,0,2
I wish to see Dohn Richard on Friday next week. Book it at quarter to 4 in the afternoon.,i want to see dohn richard on friday next week. book it at quarter to 4 in the afternoon.,OK,1,3,0,0,3,3
"Yes, i need to book a room on 7th of this month for 2 days",yes i need to book a room on september for 2 days,some_details_lost,0.9999,13,1,3,0,1.75
What kind of ride? Where are you going?,What type of ride? What are you going to do?,some_details_lost,0.9999,12,1,2,0,1.666666667
Your ticket has been booked.,Your ticket has been cancelled.,different,0.9999,6,6,0,0,1
"I will pick the car up at 3 in the afternoon, and I want to have it this Sunday. I will rent the car till 10th of this month.",I will pick up the car at 3 in the afternoon and I want to have it on Sunday. I will rent the vehicle until the 10th of this month.,OK,1,3,0,0,3,3
LA please.,Please let me know.,different,1,6,6,0,0,1
"Yes, will you be picking up the car in Fresno on March 8th? Also, when would you be returning the car?","Yes, will you be picking up the vehicle on March 8th? Also, when would you be returning the vehicle?",some_details_lost,0.9586,3,0,3,0,2
Thank you. I'd also like to add the event to my calendar. Make the title out of office and the time 5:30 pm.,thanks :) Thanks i want to add it to my calendar too. make the title out of office and it's at 5:30 pm.,OK,0.9939,3,0,0,3,3
Is there anything available at 12:30 pm on the 10th of this month?,is there anything on the 10th of this month at 12:30 pm?,OK,0.9979,3,0,0,3,3
"Confirm 2 tickets to Paris, not 1?","Confirm two tickets to Paris, not one.",OK,0.9979,3,0,0,3,3
Actually I would prefer a Regular ride to Fairway Arms Apartments.,I would prefer a regular ride to Fairway Arm's Apartments.,OK,0.9998,3,0,0,3,3
The total will be$140. I've made the reservation.,The total is$140. I have made the reservation.,OK,0.9999,4,0,0,4,3
Great. I have found 4 buses for you. I see here there is a$35 Economy ticket available for a bus leaving at 12:30 pm.,That is a great idea. I found four buses for you. I see that there is a$35 Economy ticket available for a bus leaving at 12:30 pm.,OK,0.9999,4,0,0,4,3
Do you need other accomodation?,Do you require other accommodation?,OK,0.9999,3,0,0,3,3
"I want to use my savings account for the transfer, and I want to send the money to Srinivas.",i want to use my savings account for the transfer and send it to srinivas,OK,0.9999,3,0,0,3,3
I will depart from SF.,i'm going to leave SF,OK,0.9999,12,1,0,2,2.333333333
There's a bus at 7:40 am. The Economy ticket costs$26,there is a bus at 7:40 the economy ticket is$26,OK,0.9999,12,0,1,2,2.666666667
"Yes, that is correct. What is the cost?",yea thats right. whats the cost?,OK,0.9999,3,0,0,3,3
Please help me find a movie to watch. I would like a comedy.,Please help me find a movie that I would like to watch. I would enjoy a comedy.,OK,0.9797,3,0,0,3,3
"Hm, do you have anything else for me?",Do you have anything else for me to do?,OK,0.9797,3,0,0,3,3
Please confirm the following: You want 1 room for 3 days at Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza in Atlanta on March 1st.,if you want 1 room at a martin hotel by martin bathhead at phipps plaza in atlanta on march 1st,some_details_lost,0.9999,12,1,2,0,1.666666667
I need it in SFO. French food will be perfect.,I need it in San Francisco. French food will be the best.,OK,0.9967,3,0,0,3,3
What is your opinion about Nota De Plata by The Motans from the album Nirvana?,Nota De Plata by the Motans from Nirvana?,some_details_lost,0.9999,12,0,2,1,2.333333333
"Their contact number is 415-564-5514. Sorry, they are not having live music.",415-564-5514. sorry they are not having live music.,some_details_lost,0.9999,12,0,1,2,2.666666667
Some sushi would be great for me.,I would enjoy some sushi.,OK,0.995,3,0,0,3,3
I need a place to stay at. Can you find an apartment for me?,I need to find a place to stay at. Is it possible to find an apartment for me?,OK,0.9902,3,0,0,3,3
"No, March 5th. I'd like the car at half past 1 in the afternoon.","No, March 5th is the date. I would enjoy the vehicle at half past one in the afternoon.",some_details_lost,0.9866,12,0,1,2,2.666666667
"Please add a new event to my calendar. The event title is dental, time is twelve pm, location is 6800 Palm Avenue e.","Please add an additional event to my calendar. The event title is dental, the time is twelve pm and the location is 6800 Palm Avenue E.",OK,0.9951,3,0,0,3,3
Can you please find me a oneway flight for next Wednesday?,can you find me a one way flight for next wed.,OK,0.9951,3,0,0,3,3
Your one-way ticket is confirmed. The ticket is refundable. The flight lands at Seattle-Tacoma International Airport.,your one way ticket is confirmed. the ticket is refundable Seattle-Tacoma International Airport,some_details_lost,0.9999,12,0,2,1,2.333333333
"Where are you planning to visit and when are you coming back? Also, when do you want to depart Los Angeles?",Where are you planning to visit and when are you returning? When do you want to leave Los Angeles?,OK,0.9856,3,0,0,3,3
Sure. For when?,"yea, yes. for when.",OK,0.9856,3,0,0,3,3
"All right. There's been a change of plans, sorry. Please find me 2 one-way Economy class tickets.","All right, all right. theres been a change of plans, sorry. find me two one way economy class tickets.",OK,0.9999,3,0,0,3,3
Found 1 flight with American Airlines which is an outbound flight leaves at 6:05 am and it has 0 stops. The price for the ticket is$129. What about your opinion on this?,"I found one flight with American Airlines, which is an outbound flight that leaves at 6:05 p.m. and has zero stops. The cost for the ticket is$129. What do you think about this?",different,0.9999,12,2,0,1,1.666666667
I want to eat at Iyasare at 19:15.,I would like to eat at Iyasare on 19:15.,OK,0.9999,12,0,1,2,2.666666667
"please confirm the following details: The Restaurant is Saigon Seafood Harbor Restaurant and it is located at Richmond, The reservation for 2 people and reservations date is march 1st at 7:30 pm",Please confirm the following details: The restaurant is Saigon Seafood Harbor Restaurant and it is located at Richmond.,some_details_lost,0.9967,3,0,3,0,2
"I have purchased the ticket, enjoy!",I have purchased the ticket and enjoy it.,OK,0.9797,3,0,0,3,3
Girl In Red is the event and i need one ticket something on 9th of march.,I need one ticket on the 9th of March.,some_details_lost,0.9986,13,1,3,0,1.75
"There are 4 flights which match what you want. One of the flights is an American Airlines flight which departs at 5:25 pm, and when it returns it flies at 2:30 pm. The ticket of this flight costs$181.",4 flights that match what you want. one of the flights is an american airlines flight that leaves at 5:25 pm and when it comes back flies at 2:30 pm. the ticket of this flight is$181,OK,0.9996,4,0,0,4,3
I'd be picking it up around afternoon 2 on March 1st anywhere in San Francisco.,i'd be picking it up around noon on march 1st anywhere in san francisco.,some_details_lost,0.9996,4,0,4,0,2
"That sounds great, I'd like to make a reservation there. I'd like to get a room for two days.",that sounds great i wanna make a reservation there. i wanna get a room for 2 days.,OK,0.9999,4,0,0,4,3
I found 3 results. How about Great Wall| Chinese Restaurant in Berkeley?,i found 3 results how about great wall chinese restaurant in boston?,some_details_lost,0.9945,12,1,2,0,1.666666667
